icao,departure_from,departure_time,arrival_time,terminal,gate,baggage_belt,flight_number,airline,aircraft
LEMD,Bogotá,2024-11-03 12:00Z,2024-11-03 21:35Z,4S,,,AV 46,Avianca,Boeing 787-8
LEMD,Alicante,2024-11-03 20:30Z,2024-11-03 21:45Z,4,,,QR 8073,Qatar,Bombardier CRJX
LEMD,Alicante,2024-11-03 20:30Z,2024-11-03 21:45Z,4,,,IB 1016,Iberia,Bombardier CRJX
LEMD,Alicante,2024-11-03 20:30Z,2024-11-03 21:45Z,4,,,YW 1016,Air Nostrum,Bombardier CRJX
LEMD,Alicante,2024-11-03 20:30Z,2024-11-03 21:45Z,4,,,AV 6101,Avianca,Bombardier CRJX
LEMD,Alicante,2024-11-03 20:30Z,2024-11-03 21:45Z,4,,,LA 1713,LATAM,Bombardier CRJX
LEMD,Brussels,2024-11-03 18:50Z,2024-11-03 20:55Z,1,,,FR 2947,Ryanair,Boeing 737-800 (winglets)
LEMD,Düsseldorf,2024-11-03 18:40Z,2024-11-03 21:20Z,4,,,VY 5081,Vueling,Airbus A321
LEMD,Düsseldorf,2024-11-03 18:40Z,2024-11-03 21:20Z,4,,,IB 756,Iberia,Airbus A321
LEMD,Düsseldorf,2024-11-03 18:40Z,2024-11-03 21:20Z,4,,,BT 5173,airBaltic,Airbus A321
LEMD,Santander,2024-11-03 20:35Z,2024-11-03 21:45Z,4,,,YW 1068,Air Nostrum,Bombardier CRJX
LEMD,Santander,2024-11-03 20:35Z,2024-11-03 21:45Z,4,,,IB 1068,Iberia,Bombardier CRJX
LEMD,Frankfurt-am-Main,2024-11-03 18:35Z,2024-11-03 21:25Z,4,,,LA 7102,LATAM,Airbus A320
LEMD,Frankfurt-am-Main,2024-11-03 18:35Z,2024-11-03 21:25Z,4,,,AY 5565,Finnair,Airbus A320
LEMD,Frankfurt-am-Main,2024-11-03 18:35Z,2024-11-03 21:25Z,4,,,JL 6950,JAL,Airbus A320
LEMD,Frankfurt-am-Main,2024-11-03 18:35Z,2024-11-03 21:25Z,4,,,BT 5172,airBaltic,Airbus A320
LEMD,Frankfurt-am-Main,2024-11-03 18:35Z,2024-11-03 21:25Z,4,,,VY 5244,Vueling,Airbus A320
LEMD,Frankfurt-am-Main,2024-11-03 18:35Z,2024-11-03 21:25Z,4,,,IB 766,Iberia,Airbus A320
LEMD,Dublin,2024-11-03 18:50Z,2024-11-03 21:30Z,4S,,,EI 5791,Aer Lingus,Airbus A321 NEO
LEMD,Dublin,2024-11-03 18:50Z,2024-11-03 21:30Z,4S,,,AA 8548,American,Airbus A321 NEO
LEMD,Dublin,2024-11-03 18:50Z,2024-11-03 21:30Z,4S,,,IB 1884,Iberia,Airbus A321 NEO
LEMD,Dublin,2024-11-03 18:50Z,2024-11-03 21:30Z,4S,,,I2 1884,Iberia Express,Airbus A321 NEO
LEMD,Venice,2024-11-03 18:45Z,2024-11-03 21:30Z,4,,,VY 5111,Vueling,Airbus A321
LEMD,Venice,2024-11-03 18:45Z,2024-11-03 21:30Z,4,,,QR 6888,Qatar,Airbus A321
LEMD,Venice,2024-11-03 18:45Z,2024-11-03 21:30Z,4,,,IB 682,Iberia,Airbus A321
LEMD,Venice,2024-11-03 18:45Z,2024-11-03 21:30Z,4,,,LA 1653,LATAM,Airbus A321
LEMD,London,2024-11-03 19:05Z,2024-11-03 21:30Z,4S,,,LA 1543,LATAM,Airbus A320 NEO
LEMD,London,2024-11-03 19:05Z,2024-11-03 21:30Z,4S,,,BA 7065,British,Airbus A320 NEO
LEMD,London,2024-11-03 19:05Z,2024-11-03 21:30Z,4S,,,VY 5187,Vueling,Airbus A320 NEO
LEMD,London,2024-11-03 19:05Z,2024-11-03 21:30Z,4S,,,JL 6986,JAL,Airbus A320 NEO
LEMD,London,2024-11-03 19:05Z,2024-11-03 21:30Z,4S,,,IB 724,Iberia,Airbus A320 NEO
LEMD,Barcelona,2024-11-03 20:05Z,2024-11-03 21:30Z,4,,,IB 424S,Iberia,Airbus A320 NEO
LEMD,Barcelona,2024-11-03 20:05Z,2024-11-03 21:30Z,4,,,AY 5576,Finnair,Airbus A320 NEO
LEMD,Barcelona,2024-11-03 20:05Z,2024-11-03 21:30Z,4,,,VY 5100,Vueling,Airbus A320 NEO
LEMD,Barcelona,2024-11-03 20:05Z,2024-11-03 21:30Z,4,,,LA 1589,LATAM,Airbus A320 NEO
LEMD,Barcelona,2024-11-03 20:05Z,2024-11-03 21:30Z,4,,,AV 6173,Avianca,Airbus A320 NEO
LEMD,Barcelona,2024-11-03 20:05Z,2024-11-03 21:30Z,4,,,IB 424,Iberia,Airbus A320 NEO
LEMD,Dublin,2024-11-03 19:00Z,2024-11-03 21:35Z,1,,,FR 7156,Ryanair,Boeing 737-800 (winglets)
LEMD,Lanzarote Island,2024-11-03 18:05Z,2024-11-03 21:00Z,2,,,UX 9076,Air Europa,Boeing 737-800 (winglets)
LEMD,Lanzarote Island,2024-11-03 18:05Z,2024-11-03 21:00Z,2,,,DL 6773,Delta Air Lines,Boeing 737-800 (winglets)
LEMD,Lanzarote Island,2024-11-03 18:05Z,2024-11-03 21:00Z,2,,,KL 3379,KLM,Boeing 737-800 (winglets)
LEMD,Lanzarote Island,2024-11-03 18:05Z,2024-11-03 21:00Z,2,,,EY 7580,Etihad,Boeing 737-800 (winglets)
LEMD,Lanzarote Island,2024-11-03 18:05Z,2024-11-03 21:00Z,2,,,AF 4837,Air France,Boeing 737-800 (winglets)
LEMD,Lanzarote Island,2024-11-03 18:05Z,2024-11-03 21:00Z,2,,,AM 6823,Aeromexico,Boeing 737-800 (winglets)
LEMD,Hondarribia,2024-11-03 20:30Z,2024-11-03 21:40Z,4,,,IB 450,Iberia,Airbus A319
LEMD,Hondarribia,2024-11-03 20:30Z,2024-11-03 21:40Z,4,,,AV 6181,Avianca,Airbus A319
LEMD,Hondarribia,2024-11-03 20:30Z,2024-11-03 21:40Z,4,,,LA 1639,LATAM,Airbus A319
LEMD,Hondarribia,2024-11-03 20:30Z,2024-11-03 21:40Z,4,,,QR 6595,Qatar,Airbus A319
LEMD,Hondarribia,2024-11-03 20:30Z,2024-11-03 21:40Z,4,,,VY 5207,Vueling,Airbus A319
LEMD,Santiago de Compostela,2024-11-03 20:45Z,2024-11-03 22:00Z,4,,,YW 1138,Air Nostrum,Bombardier CRJX
LEMD,Santiago de Compostela,2024-11-03 20:45Z,2024-11-03 22:00Z,4,,,IB 1138,Iberia,Bombardier CRJX
LEMD,Fuerteventura Island,2024-11-03 19:20Z,2024-11-03 22:00Z,4,,,I2 1524,Iberia Express,Airbus A320
LEMD,Fuerteventura Island,2024-11-03 19:20Z,2024-11-03 22:00Z,4,,,IB 1524,Iberia,Airbus A320
LEMD,Bilbao,2024-11-03 20:35Z,2024-11-03 21:45Z,4,,,IB 440,Iberia,Airbus A321
LEMD,Palma De Mallorca,2024-11-03 20:30Z,2024-11-03 21:55Z,4,,,IB 1676,Iberia,Airbus A321 NEO
LEMD,Palma De Mallorca,2024-11-03 20:30Z,2024-11-03 21:55Z,4,,,I2 1676,Iberia Express,Airbus A321 NEO
LEMD,Palma De Mallorca,2024-11-03 20:30Z,2024-11-03 21:55Z,4,,,AV 2561,Avianca,Airbus A321 NEO
LEMD,Palma De Mallorca,2024-11-03 20:30Z,2024-11-03 21:55Z,4,,,LA 1761,LATAM,Airbus A321 NEO
LEMD,Palma De Mallorca,2024-11-03 20:30Z,2024-11-03 21:55Z,4,,,QR 5080,Qatar,Airbus A321 NEO
LEMD,Seville,2024-11-03 20:45Z,2024-11-03 21:50Z,4,,,AV 6057,Avianca,Airbus A320 (sharklets)
LEMD,Seville,2024-11-03 20:45Z,2024-11-03 21:50Z,4,,,LA 1766,LATAM,Airbus A320 (sharklets)
LEMD,Seville,2024-11-03 20:45Z,2024-11-03 21:50Z,4,,,I2 1764,Iberia Express,Airbus A320 (sharklets)
LEMD,Seville,2024-11-03 20:45Z,2024-11-03 21:50Z,4,,,IB 1764,Iberia,Airbus A320 (sharklets)
LEMD,Rome,2024-11-03 19:20Z,2024-11-03 21:45Z,4,,,VY 5237,Vueling,Airbus A321
LEMD,Rome,2024-11-03 19:20Z,2024-11-03 21:45Z,4,,,LA 1547,LATAM,Airbus A321
LEMD,Rome,2024-11-03 19:20Z,2024-11-03 21:45Z,4,,,IB 656,Iberia,Airbus A321
LEMD,Amsterdam,2024-11-03 19:15Z,2024-11-03 21:55Z,4,,,IB 1794,Iberia,Airbus A320 (sharklets)
LEMD,Amsterdam,2024-11-03 19:15Z,2024-11-03 21:55Z,4,,,BT 5165,airBaltic,Airbus A320 (sharklets)
LEMD,Amsterdam,2024-11-03 19:15Z,2024-11-03 21:55Z,4,,,I2 1794,Iberia Express,Airbus A320 (sharklets)
LEMD,Munich,2024-11-03 19:30Z,2024-11-03 22:20Z,4,,,IB 1314,Iberia,Bombardier CRJX
LEMD,Munich,2024-11-03 19:30Z,2024-11-03 22:20Z,4,,,VY 5293,Vueling,Bombardier CRJX
LEMD,Munich,2024-11-03 19:30Z,2024-11-03 22:20Z,4,,,YW 1314,Air Nostrum,Bombardier CRJX
LEMD,Munich,2024-11-03 19:30Z,2024-11-03 22:20Z,4,,,BT 5134,airBaltic,Bombardier CRJX
LEMD,Geneva,2024-11-03 19:45Z,2024-11-03 21:50Z,4,,,AY 5638,Finnair,Airbus A321
LEMD,Geneva,2024-11-03 19:45Z,2024-11-03 21:50Z,4,,,VY 5281,Vueling,Airbus A321
LEMD,Geneva,2024-11-03 19:45Z,2024-11-03 21:50Z,4,,,IB 620,Iberia,Airbus A321
LEMD,Lisbon,2024-11-03 20:45Z,2024-11-03 22:10Z,4,,,YW 1146,Air Nostrum,Bombardier CRJX
LEMD,Lisbon,2024-11-03 20:45Z,2024-11-03 22:10Z,4,,,IB 1146,Iberia,Bombardier CRJX
LEMD,Milan,2024-11-03 19:25Z,2024-11-03 21:50Z,4,,,VY 5267,Vueling,Airbus A321
LEMD,Milan,2024-11-03 19:25Z,2024-11-03 21:50Z,4,,,IB 666,Iberia,Airbus A321
LEMD,Milan,2024-11-03 19:25Z,2024-11-03 21:50Z,4,,,QR 7236,Qatar,Airbus A321
LEMD,Lyon,2024-11-03 20:00Z,2024-11-03 21:55Z,4,,,LA 1669,LATAM,Airbus A320
LEMD,Lyon,2024-11-03 20:00Z,2024-11-03 21:55Z,4,,,IB 1844,Iberia,Airbus A320
LEMD,Lyon,2024-11-03 20:00Z,2024-11-03 21:55Z,4,,,QR 6530,Qatar,Airbus A320
LEMD,Lyon,2024-11-03 20:00Z,2024-11-03 21:55Z,4,,,I2 1844,Iberia Express,Airbus A320
LEMD,London,2024-11-03 19:35Z,2024-11-03 21:55Z,4S,,,I2 1864,Iberia Express,Airbus A320 (sharklets)
LEMD,London,2024-11-03 19:35Z,2024-11-03 21:55Z,4S,,,IB 1864,Iberia,Airbus A320 (sharklets)
LEMD,London,2024-11-03 19:35Z,2024-11-03 21:55Z,4S,,,LA 1651,LATAM,Airbus A320 (sharklets)
LEMD,London,2024-11-03 19:35Z,2024-11-03 21:55Z,4S,,,BA 7197,British,Airbus A320 (sharklets)
LEMD,Vienna,2024-11-03 18:45Z,2024-11-03 21:55Z,4,,,VY 5077,Vueling,Airbus A320
LEMD,Vienna,2024-11-03 18:45Z,2024-11-03 21:55Z,4,,,IB 796,Iberia,Airbus A320
LEMD,Vienna,2024-11-03 18:45Z,2024-11-03 21:55Z,4,,,LA 1637,LATAM,Airbus A320
LEMD,Catania,,2024-11-03 21:55Z,4,,,IB 696,Iberia,Airbus A320
LEMD,Bucharest,2024-11-03 18:20Z,2024-11-03 22:30Z,1,,,FR 2514,Ryanair,Boeing 737-800 (winglets)
LEMD,Porto,2024-11-03 20:40Z,2024-11-03 22:00Z,4,,,IB 550,Iberia,Airbus A320
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:00Z,4,,,QR 6957,Qatar,Airbus A321
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:00Z,4,,,IB 582,Iberia,Airbus A321
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:00Z,4,,,VY 5146,Vueling,Airbus A321
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:00Z,4,,,LA 1627,LATAM,Airbus A321
LEMD,Firenze,2024-11-03 19:30Z,2024-11-03 22:00Z,4,,,VY 5197,Vueling,Airbus A319
LEMD,Firenze,2024-11-03 19:30Z,2024-11-03 22:00Z,4,,,LA 1662,LATAM,Airbus A319
LEMD,Firenze,2024-11-03 19:30Z,2024-11-03 22:00Z,4,,,IB 690,Iberia,Airbus A319
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:05Z,2,,,AR 7831,Aerolineas Argentinas,Airbus A321
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:05Z,2,,,UX 2232,Air Europa,Airbus A321
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:05Z,2,,,SK 9770,SAS,Airbus A321
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:05Z,2,,,KE 6377,Korean Air,Airbus A321
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:05Z,2,,,MK 9564,Air Mauritius,Airbus A321
LEMD,Paris,2024-11-03 19:55Z,2024-11-03 22:05Z,2,,,AF 1400,Air France,Airbus A321
LEMD,Gran Canaria Island,2024-11-03 19:40Z,2024-11-03 22:30Z,1,,,FR 2012,Ryanair,Boeing 737-800 (winglets)
LEMD,London,2024-11-03 19:40Z,2024-11-03 22:10Z,4S,,,IB 726,Iberia,Airbus A320 NEO
LEMD,London,2024-11-03 19:40Z,2024-11-03 22:10Z,4S,,,BA 7067,British,Airbus A320 NEO
LEMD,London,2024-11-03 19:40Z,2024-11-03 22:10Z,4S,,,LA 1542,LATAM,Airbus A320 NEO
LEMD,London,2024-11-03 19:40Z,2024-11-03 22:10Z,4S,,,VY 5186,Vueling,Airbus A320 NEO
LEMD,London,2024-11-03 19:40Z,2024-11-03 22:10Z,4S,,,JL 9422,JAL,Airbus A320 NEO
LEMD,Lisbon,2024-11-03 21:00Z,2024-11-03 22:20Z,2,,,UA 6880,United,Airbus A320 NEO
LEMD,Lisbon,2024-11-03 21:00Z,2024-11-03 22:20Z,2,,,S4 8712,Azores,Airbus A320 NEO
LEMD,Lisbon,2024-11-03 21:00Z,2024-11-03 22:20Z,2,,,TP 1022,TAP Air Portugal,Airbus A320 NEO
LEMD,Lisbon,2024-11-03 21:00Z,2024-11-03 22:20Z,2,,,LY 9078,El Al,Airbus A320 NEO
LEMD,Lisbon,2024-11-03 21:00Z,2024-11-03 22:20Z,2,,,AD 7353,Azul,Airbus A320 NEO
LEMD,Gran Canaria Island,2024-11-03 19:40Z,2024-11-03 22:30Z,4,,,QR 6891,Qatar,Airbus A321 NEO
LEMD,Gran Canaria Island,2024-11-03 19:40Z,2024-11-03 22:30Z,4,,,I2 1622,Iberia Express,Airbus A321 NEO
LEMD,Gran Canaria Island,2024-11-03 19:40Z,2024-11-03 22:30Z,4,,,AV 6040,Avianca,Airbus A321 NEO
LEMD,Gran Canaria Island,2024-11-03 19:40Z,2024-11-03 22:30Z,4,,,IB 1622,Iberia,Airbus A321 NEO
LEMD,Gran Canaria Island,2024-11-03 19:40Z,2024-11-03 22:30Z,4,,,LA 1667,LATAM,Airbus A321 NEO
LEMD,Luxembourg,2024-11-03 19:55Z,2024-11-03 22:25Z,1,,,FR 5055,Ryanair,Boeing 737-800 (winglets)
LEMD,Brussels,2024-11-03 19:55Z,2024-11-03 22:25Z,2,,,SN 3731,Brussels,Airbus A320
LEMD,Amsterdam,2024-11-03 19:50Z,2024-11-03 22:25Z,2,,,KL 1509,KLM,Boeing 737-800 (winglets)
LEMD,Amsterdam,2024-11-03 19:50Z,2024-11-03 22:25Z,2,,,SK 6714,SAS,Boeing 737-800 (winglets)
LEMD,Amsterdam,2024-11-03 19:50Z,2024-11-03 22:25Z,2,,,AR 7815,Aerolineas Argentinas,Boeing 737-800 (winglets)
LEMD,Amsterdam,2024-11-03 19:50Z,2024-11-03 22:25Z,2,,,EY 7342,Etihad,Boeing 737-800 (winglets)
LEMD,Amsterdam,2024-11-03 19:50Z,2024-11-03 22:25Z,2,,,KQ 1707,Kenya,Boeing 737-800 (winglets)
LEMD,Tenerife Island,2024-11-03 19:55Z,2024-11-03 22:35Z,4,,,IB 1582,Iberia,Airbus A321 NEO
LEMD,Tenerife Island,2024-11-03 19:55Z,2024-11-03 22:35Z,4,,,I2 1582,Iberia Express,Airbus A321 NEO
LEMD,Tenerife Island,2024-11-03 19:55Z,2024-11-03 22:35Z,4,,,QR 6554,Qatar,Airbus A321 NEO
LEMD,Berlin,2024-11-03 19:40Z,2024-11-03 22:50Z,4,,,IB 1806,Iberia,Airbus A321 NEO
LEMD,Berlin,2024-11-03 19:40Z,2024-11-03 22:50Z,4,,,I2 1806,Iberia Express,Airbus A321 NEO
LEMD,Rabat,2024-11-03 21:05Z,2024-11-03 22:45Z,1,,,FR 6609,Ryanair,Boeing 737 MAX 8
LEMD,Ranón,2024-11-03 21:15Z,2024-11-03 22:30Z,4,,,IB 484,Iberia,Airbus A321
LEMD,Fuerteventura Island,2024-11-03 20:15Z,2024-11-03 22:55Z,1,,,FR 5469,Ryanair,Boeing 737-800 (winglets)
LEMD,Munich,2024-11-03 19:50Z,2024-11-03 22:35Z,2,,,LH 1806,Lufthansa,Airbus A320-200 (Sharklets)
LEMD,Munich,2024-11-03 19:50Z,2024-11-03 22:35Z,2,,,OS 7453,Austrian,Airbus A320-200 (Sharklets)
LEMD,Gran Canaria Island,2024-11-03 20:10Z,2024-11-03 22:45Z,4,,,I2 1636,Iberia Express,Airbus A320
LEMD,Gran Canaria Island,2024-11-03 20:10Z,2024-11-03 22:45Z,4,,,IB 1636,Iberia,Airbus A320
LEMD,Beauvais/Tillé,2024-11-03 20:45Z,2024-11-03 22:55Z,1,,,FR 5507,Ryanair,Boeing 737 MAX 8
LEMD,Frankfurt-am-Main,2024-11-03 20:10Z,2024-11-03 22:55Z,2,,,OS 7459,Austrian,Airbus A321-200 (Sharklets)
LEMD,Frankfurt-am-Main,2024-11-03 20:10Z,2024-11-03 22:55Z,2,,,LH 1120,Lufthansa,Airbus A321-200 (Sharklets)
LEMD,Rome,2024-11-03 20:25Z,2024-11-03 22:59Z,2,,,AZ 64,ITA,Airbus A320 NEO
LEMD,Rome,,2024-11-03 23:00Z,2,,,AZ 64,ITA,Airbus A320
LEMD,Rome,,2024-11-03 23:00Z,2,,,AZ 64,ITA,Airbus A320
LEMD,Lisbon,2024-11-03 21:50Z,2024-11-03 23:10Z,1,,,FR 9743,Ryanair,Boeing 737 MAX 8
LEMD,Lisbon,2024-11-03 21:50Z,2024-11-03 23:10Z,1,,,FR 9743,Ryanair,Boeing 737 MAX 8
LEMD,Tenerife Island,2024-11-03 21:00Z,2024-11-03 23:50Z,1,,,FR 4200,Ryanair,Boeing 737 MAX 8
LEMD,London,2024-11-03 21:05Z,2024-11-03 23:35Z,1,,,FR 347,Ryanair,Boeing 737-800 (winglets)
LEMD,Gran Canaria Island,2024-11-03 20:50Z,2024-11-03 23:30Z,2,,,NT 6014,Binter Canarias,E295
LEMD,Tenerife Island,2024-11-03 20:50Z,2024-11-03 23:30Z,2,,,NT 6074,Binter Canarias,E295
LEMD,Gran Canaria Island,2024-11-03 21:10Z,2024-11-03 23:55Z,4,,,IB 1626,Iberia,Airbus A321 NEO
LEMD,Gran Canaria Island,2024-11-03 21:10Z,2024-11-03 23:55Z,4,,,QR 8060,Qatar,Airbus A321 NEO
LEMD,Gran Canaria Island,2024-11-03 21:10Z,2024-11-03 23:55Z,4,,,I2 1626,Iberia Express,Airbus A321 NEO
LEMD,Tenerife Island,2024-11-03 21:25Z,2024-11-04 00:15Z,4,,,AV 6107,Avianca,Airbus A321 NEO
LEMD,Tenerife Island,2024-11-03 21:25Z,2024-11-04 00:15Z,4,,,IB 1586,Iberia,Airbus A321 NEO
LEMD,Tenerife Island,2024-11-03 21:25Z,2024-11-04 00:15Z,4,,,QR 8034,Qatar,Airbus A321 NEO
LEMD,Tenerife Island,2024-11-03 21:25Z,2024-11-04 00:15Z,4,,,I2 1586,Iberia Express,Airbus A321 NEO
LEMD,Verona,2024-11-03 21:45Z,2024-11-03 23:55Z,1,,,FR 8991,Ryanair,Boeing 737-800 (winglets)
LEMD,Nápoli,2024-11-03 21:20Z,2024-11-04 00:10Z,1,,,FR 1326,Ryanair,Boeing 737 MAX 8
LEMD,Dakar,2024-11-03 20:35Z,2024-11-04 01:00Z,4,,,IB 920,Iberia,Airbus A321
LEMD,Gran Canaria Island,2024-11-03 22:30Z,2024-11-04 01:20Z,4,,,IB 1628,Iberia,Airbus A320 (sharklets)
LEMD,Gran Canaria Island,2024-11-03 22:30Z,2024-11-04 01:20Z,4,,,I2 1628,Iberia Express,Airbus A320 (sharklets)
LEMD,Buenos Aires,2024-11-03 15:15Z,2024-11-04 03:10Z,1,,,UX 42,Air Europa,Boeing 787-9
LEMD,Buenos Aires,2024-11-03 15:15Z,2024-11-04 03:10Z,1,,,EY 4396,Etihad,Boeing 787-9
LEMD,Buenos Aires,2024-11-03 15:15Z,2024-11-04 03:10Z,1,,,AR 7358,Aerolineas Argentinas,Boeing 787-9
LEMD,Buenos Aires,,2024-11-04 02:55Z,4S,,,IB 102,Iberia,Airbus A350-900
LEMD,Dakar,2024-11-03 22:40Z,2024-11-04 03:05Z,4,,,QR 6560,Qatar,Airbus A321
LEMD,Dakar,2024-11-03 22:40Z,2024-11-04 03:05Z,4,,,IB 922,Iberia,Airbus A321
LEMD,Dakar,2024-11-03 22:40Z,2024-11-04 03:05Z,4,,,BA 7107,British,Airbus A321
LEMD,Dakar,2024-11-03 22:40Z,2024-11-04 03:05Z,4,,,VY 5272,Vueling,Airbus A321
LEMD,Dakar,2024-11-03 22:40Z,2024-11-04 03:05Z,4,,,AA 8520,American,Airbus A321
LEMD,Monterrey,2024-11-03 18:05Z,2024-11-04 03:55Z,1,,,AM 34,Aeromexico,Boeing 787-9
LEMD,Guadalajara,2024-11-03 17:15Z,2024-11-04 03:55Z,1,,,AM 36,Aeromexico,Boeing 787-9
EBBR,Lisbon,2024-11-03 13:15Z,2024-11-03 16:05Z,,,,TP 644,TAP Air Portugal,Airbus A319
EBBR,Chisinau Intl,,2024-11-03 16:00Z,,,,5F 835,FlyOne,Boeing 737
EBBR,Unknown,,2024-11-03 15:59Z,,,,AAB 56V,Abelag Aviation,Dassault Falcon 8X
EBBR,Rome,2024-11-03 14:15Z,2024-11-03 16:30Z,,,,FB 1717,Bulgaria Air,Airbus A320 NEO
EBBR,Rome,2024-11-03 14:15Z,2024-11-03 16:30Z,,,,AZ 160,ITA,Airbus A320 NEO
EBBR,Rome,2024-11-03 14:15Z,2024-11-03 16:30Z,,,,EY 2827,Etihad,Airbus A320 NEO
EBBR,Rome,2024-11-03 14:15Z,2024-11-03 16:30Z,,,,AR 7212,Aerolineas Argentinas,Airbus A320 NEO
EBBR,Vienna,2024-11-03 14:15Z,2024-11-03 16:00Z,,,,SN 6004,Brussels,Airbus A320
EBBR,Vienna,2024-11-03 14:15Z,2024-11-03 16:00Z,,,,OS 353,Austrian,Airbus A320
EBBR,Rodes Island,2024-11-03 12:15Z,2024-11-03 16:10Z,,,,GQ 6404,Sky Express,Airbus A320 NEO
EBBR,Munich,2024-11-03 15:05Z,2024-11-03 16:25Z,,,,LH 5626,Lufthansa,Airbus A319
EBBR,Munich,2024-11-03 15:05Z,2024-11-03 16:25Z,,,,SN 2646,Brussels,Airbus A319
EBBR,Dublin,2024-11-03 15:00Z,2024-11-03 16:40Z,,,,FR 1452,Ryanair,Boeing 737-800
EBBR,Athens,2024-11-03 13:30Z,2024-11-03 16:50Z,,,,A3 622,Aegean,Airbus A320 NEO
EBBR,Athens,2024-11-03 13:30Z,2024-11-03 16:50Z,,,,SN 6524,Brussels,Airbus A320 NEO
EBBR,Athens,2024-11-03 13:30Z,2024-11-03 16:50Z,,,,SK 8460,SAS,Airbus A320 NEO
EBBR,Madrid,2024-11-03 14:30Z,2024-11-03 17:00Z,,,,EY 4359,Etihad,Boeing 737-800 (winglets)
EBBR,Madrid,2024-11-03 14:30Z,2024-11-03 17:00Z,,,,UX 1173,Air Europa,Boeing 737-800
EBBR,Lisbon,2024-11-03 13:45Z,2024-11-03 16:30Z,,,,TP 6774,TAP Air Portugal,Airbus A319
EBBR,Lisbon,2024-11-03 13:45Z,2024-11-03 16:30Z,,,,SN 3816,Brussels,Airbus A320
EBBR,Frankfurt-am-Main,2024-11-03 15:55Z,2024-11-03 16:55Z,,,,SN 7008,Brussels,Airbus A320
EBBR,Frankfurt-am-Main,2024-11-03 15:55Z,2024-11-03 16:55Z,,,,LH 1016,Lufthansa,Airbus A320
EBBR,Frankfurt-am-Main,2024-11-03 15:55Z,2024-11-03 16:55Z,,,,UA 9085,United,Airbus A320
EBBR,Frankfurt-am-Main,2024-11-03 15:55Z,2024-11-03 16:55Z,,,,LA 8690,LATAM,Airbus A320
EBBR,Unknown,,2024-11-03 16:42Z,,,,BAF 70,Belgian Air Component,Dassault Falcon 7X
EBBR,Dubai,2024-11-03 10:05Z,2024-11-03 17:25Z,,,,EK 181,Emirates,Boeing 777-300ER
EBBR,Dubai,2024-11-03 10:05Z,2024-11-03 17:25Z,,,,QF 8181,Qantas,Boeing 777
EBBR,Unknown,,2024-11-03 16:46Z,,,,1I 566,Deutsche Rettungsflugwacht,Bombardier Learjet 35A
EBBR,Eskişehir,2024-11-03 13:25Z,2024-11-03 17:15Z,,,,XQ 756,Sun Express,Boeing 737-800
EBBR,Oslo,2024-11-03 15:15Z,2024-11-03 17:15Z,,,,SK 4745,SAS,Airbus A320 NEO
EBBR,Nice,2024-11-03 15:15Z,2024-11-03 17:00Z,,,,SN 3622,Brussels,Airbus A320
EBBR,Geneva,2024-11-03 16:00Z,2024-11-03 17:20Z,,,,SN 2720,Brussels,Airbus A319
EBBR,Geneva,2024-11-03 16:00Z,2024-11-03 17:20Z,,,,LX 4558,SWISS,Airbus A319
EBBR,Málaga,2024-11-03 14:35Z,2024-11-03 17:25Z,,,,SN 3738,Brussels,Airbus A320
EBBR,Ljubljana,2024-11-03 15:30Z,2024-11-03 17:15Z,,,,SN 3344,Brussels,Airbus A319
EBBR,Tunis,2024-11-03 14:45Z,2024-11-03 17:30Z,,,,BJ 396,Nouvelair Tunisie,Airbus A320
EBBR,Tallinn,2024-11-03 14:45Z,2024-11-03 17:20Z,,,,RO 9264,TAROM,Airbus A220-300
EBBR,Tallinn,2024-11-03 14:45Z,2024-11-03 17:20Z,,,,KM 2819,KM Malta,Airbus A220-300
EBBR,Tallinn,2024-11-03 14:45Z,2024-11-03 17:20Z,,,,SN 4014,Brussels,Airbus A220-300
EBBR,Tallinn,2024-11-03 14:45Z,2024-11-03 17:20Z,,,,BT 851,airBaltic,Airbus A220-300
EBBR,Tallinn,2024-11-03 14:45Z,2024-11-03 17:20Z,,,,DL 7306,Delta Air Lines,Airbus A220-300
EBBR,Barcelona,2024-11-03 14:20Z,2024-11-03 16:30Z,,,,SN 3704,Brussels,Airbus A320
EBBR,Barcelona,2024-11-03 14:20Z,2024-11-03 16:30Z,,,,SQ 2814,Singapore,Airbus A320 (Sharklets)
EBBR,Barcelona,2024-11-03 14:15Z,2024-11-03 16:35Z,,,,FR 2922,Ryanair,Boeing 737
EBBR,Tunis,2024-11-03 06:50Z,2024-11-03 09:25Z,,,,TU 954,Tunisair,Airbus A320 NEO
EBBR,Riga,2024-11-03 15:00Z,2024-11-03 17:30Z,,,,KM 2823,KM Malta,Airbus A220-300
EBBR,Riga,2024-11-03 15:00Z,2024-11-03 17:30Z,,,,RO 9260,TAROM,Airbus A220-300
